# Positions Buffer Dump - 15625 elements
# Index,X,Y,Z,Magnitude
248,-1.46,-0.8044019,-0.9970101,1.942342
249,-1.46,-0.8885182,-0.9641858,1.962325
250,-1.46,-0.852326,-0.9055907,1.917851
251,1.286866,-1.331643,0.001454536,1.851837
252,1.221465,-1.360872,-0.01628457,1.828719
253,1.229937,-1.377155,-0.0547954,1.847243
254,1.277143,-1.381981,-0.03089316,1.881999
255,1.255093,-1.374777,-0.0945857,1.863925
256,1.206246,-1.37837,-0.09389076,1.834053
257,1.270889,-1.375799,-0.08712865,1.874986
258,1.230066,-1.324992,-0.02877872,1.808174
259,1.277181,-1.381995,-0.03091189,1.882035
260,1.27709,-1.316835,-0.01594379,1.834466
261,0.1074831,-1.334617,-0.006446423,1.338954
262,-0.9847683,-1.347654,0.009027032,1.669138
263,-0.9799674,-1.36404,-0.0260236,1.679767
264,-0.9024435,-1.395038,-0.07754455,1.663295
265,-0.9024464,-1.39504,-0.07754771,1.663298
266,0.8026454,-1.024953,-1.46,1.95611
267,0.7601701,-1.005797,-1.46,1.929012
268,0.7654138,-1.047499,-1.46,1.953129
269,0.7880535,-1.079681,-1.46,1.97948
270,0.7134828,-1.023317,-1.46,1.920374
271,0.7334661,-1.085245,-1.46,1.961461
272,0.7219662,-1.038569,-1.46,1.931699
273,0.7657875,-1.096022,-1.46,1.979721
274,-0.3142521,-1.030694,-1.46,1.814576
275,-0.3658896,-1.081193,-1.46,1.853228
276,-0.2992393,-1.095597,-1.46,1.849724
277,-0.3640307,-1.025339,-1.434404,1.800376
278,-1.46,-1.089777,-1.46,2.334698
279,-1.401352,-1.010547,-1.46,2.261988
280,-1.46,-1.056966,-1.46,2.319564
281,-1.46,-0.9916429,-1.46,2.290536
282,-1.46,-1.034952,-1.46,2.309616
283,-1.46,-1.034626,-1.46,2.30947
284,-1.46,-1.056674,-1.424619,2.297325
285,-1.419059,-1.088085,-1.46,2.308519
286,-0.3580157,-0.8640709,-1.020942,1.3846
287,-1.449304,-0.8088451,-1.056473,1.967448
288,-1.46,-0.8739047,-1.02282,1.985314
289,-1.46,-0.6751746,-0.6128546,1.721352
290,1.243878,-1.381536,-0.1743559,1.867157
291,1.272018,-1.374491,-0.1458521,1.878438
