# IterPressures Buffer Dump - 15625 elements
# Index,Value
1044,5305.603
1045,1419.3
1046,2233.305
1047,1216.062
1048,1216.739
1049,2082.751
1050,1216.56
1051,4.643258E+07
1052,2.478651E+07
1053,4.387472E+07
1054,16.25788
1055,14.51894
1056,13.43847
1057,12.63699
1058,2.011303
1059,14.34534
1060,0
1061,0
1062,1.418841
1063,0
1064,3.877365
1065,0
1066,0
1067,0
1068,1.411428
1069,0
1070,0
1071,137.2631
1072,137.2251
1073,174.7
1074,174.716
1075,2201.863
1076,20.9619
1077,7.666189
1078,21.41858
1079,21.42435
1080,0
1081,6.522082
1082,21.00122
1083,11.51747
1084,6.662841
1085,11.96586
1086,0
1087,51.77393
1088,0
1089,1.643589
1090,0
1091,3.893199
1092,4.676852
1093,0
1094,2.02983
1095,1078.832
1096,125.8594
1097,125.4878
1098,134.3066
1099,134.2941
1100,38.66063
1101,141.7005
1102,89.53071
1103,141.764
1104,0
1105,0
1106,25.86494
1107,12.52488
1108,5.068077
1109,1.802219
1110,15.42776
1111,15.38974
1112,10.44519
1113,18.02314
1114,700.3243
1115,1072.313
1116,104.8769
1117,104.9433
1118,209.6368
1119,166.3061
1120,410.7819
1121,0
1122,3.932267
1123,0.6453279
1124,1.287728
1125,5.129901
1126,4.809102
1127,0.4901466
1128,0
1129,1.190648
1130,4.451129
1131,133.3861
1132,133.3492
1133,122.8561
1134,139.463
1135,119.9083
1136,119.9047
1137,139.4708
1138,122.7486
1139,0
1140,932.1324
1141,5190.355
1142,0
1143,12.94409
1144,23.51973
1145,17.66063
1146,14.12442
1147,14.71752
1148,16.30446
1149,11.8188
1150,9.671991
1151,10.67349
1152,15.09529
1153,17.03122
1154,2778.344
1155,516.8188
1156,572.1154
1157,1025.291
1158,804.9648
1159,2409.038
1160,2408.84
1161,2887.389
1162,1047.154
1163,8332965
1164,114575.8
1165,3.251157E+07
1166,2.802399
1167,0
1168,5.227722
1169,6.330094
1170,6.83823
1171,2.286441
1172,10.47578
1173,0.1572859
1174,2.8013
1175,6.367097
1176,0.4253317
1177,0
1178,154.6176
1179,128.3627
1180,128.3334
1181,154.6336
1182,135.9496
1183,135.9885
1184,1075.887
1185,5160.143
1186,0
1187,0
1188,28.71542
1189,17.70675
1190,25.22884
1191,28.26289
1192,26.14765
1193,29.04641
1194,28.25508
1195,16134.57
1196,10049.37
1197,4443.48
1198,10050.72
1199,5324.397
1200,10624.66
1201,0
1202,3.927938E+08
1203,2.941949
1204,7.169949
1205,2.052903
1206,2.839226
1207,1.415978
1208,12.04804
1209,12.09732
1210,1.246025
1211,7.541877
1212,2.9006
1213,674.3458
1214,143.3269
1215,143.3531
1216,171.0677
1217,122.5715
1218,171.077
1219,162.7052
1220,162.7574
1221,130.0959
1222,7008.84
1223,12385.11
1224,22184.06
1225,1.472523
1226,0
1227,6.61507
1228,3.971884
1229,6.561295
1230,6.483196
1231,3.750516
1232,7.734476
1233,4.95921
1234,2.290334
1235,6.548044
1236,15.15283
1237,56514.2
1238,138.7684
1239,110.0227
1240,138.7912
1241,169.1043
1242,175.2627
1243,175.3211
1244,126.1938
1245,148.6251
1246,44865.57
1247,19224.23
1248,12934.77
1249,7817.32
1250,0
1251,0
1252,3.967872
1253,8.615974
1254,1.993657
1255,6.319911
1256,12.28929
1257,12.15953
1258,8.119797
1259,6.972918
1260,93.67817
1261,181698.7
1262,0
1263,199.8575
1264,178.7157
1265,130.7495
1266,126.8513
1267,41068.11
1268,31147.63
1269,363.2813
1270,7700.01
1271,62637.7
1272,557.088
1273,10.03468
1274,11.68841
1275,3.400586
1276,12.4313
1277,3.374255
1278,6.461581
1279,12.33234
1280,8.84448
1281,948.8344
1282,758.714
1283,725.86
1284,829.8527
1285,829.3527
1286,187.652
1287,209.4719
1288,209.4693
1289,179.1659
1290,179.0716
1291,178.4308
1292,187.568
1293,64889.74
1294,128411.9
1295,59008.75
1296,0
1297,0
1298,8430.885
1299,16.61771
1300,20.66948
1301,20.76072
1302,17.62519
1303,15.69828
1304,19.01179
1305,20.72999
1306,2404.777
1307,3332.452
1308,6312.018
1309,6313.048
1310,0
1311,440.5027
1312,0
1313,2.275684E+08
1314,0
1315,199945.5
1316,192.0112
1317,204.0847
1318,209.884
1319,152.3676
1320,201.1093
1321,204.0309
1322,160.8738
1323,2593.193
1324,14119.5
1325,9609.548
1326,263.4486
1327,0.5551138
1328,0.5716563
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,200.2704
1339,200.2897
1340,178.7887
1341,192.999
1342,193.0128
1343,183.8607
1344,1730.473
1345,2169.334
1346,0
1347,3.363529
1348,0
1349,1.537748
1350,0
1351,2.100266
1352,0
1353,0
1354,0
1355,0
1356,2.045793
1357,0
1358,9.646177
1359,0.5646126
1360,12.30999
1361,10.33245
1362,0
1363,12548.24
1364,1396.512
1365,65.14228
1366,0
1367,204.0814
1368,182.9919
1369,167.0982
1370,220.0218
1371,183.072
1372,220.1374
1373,170.1685
1374,0
1375,109.4441
