# Aii Buffer Dump - 15625 elements
# Index,Value
859,-6.153164
860,-1.900566
861,-1.872238
862,-0.09418356
863,-0.09474109
864,-0.1121583
865,-0.0934057
866,-0.09913986
867,-0.1011856
868,-0.07684671
869,-0.4416718
870,-0.169165
871,-0.3610853
872,-6.629653
873,-0.08470286
874,-0.05440307
875,-0.05450075
876,-0.08026028
877,-0.08036329
878,-0.0736834
879,-0.1681842
880,-0.07249826
881,-0.07251615
882,-0.0701609
883,-0.07016844
884,-0.2613716
885,-0.0444007
886,-0.04440074
887,-0.08010983
888,-0.08022582
889,-0.08060746
890,-0.09774989
891,-0.2949173
892,-0.07476262
893,-0.07468816
894,-0.1058471
895,-0.129019
896,-0.1400435
897,-0.2024716
898,-0.204479
899,-0.1833134
900,-0.09660862
901,-0.04800203
902,-0.08767072
903,-0.09394982
904,-0.08920269
905,-0.09041311
906,-0.09428041
907,-0.04508184
908,-0.04800532
909,-0.04508455
910,-0.06930429
911,-0.06802516
912,-0.3821497
913,-0.06439049
914,-0.06280421
915,-0.05834128
916,-0.05616958
917,-0.08355788
918,-0.0532378
919,-0.05323739
920,-0.06068977
921,-0.04627696
922,-0.060698
923,-0.04683758
924,-0.08837532
925,-0.117335
926,-0.08884418
927,-0.07812056
928,-0.08881898
929,-0.08079194
930,-0.08724401
931,-0.09195489
932,-0.09517563
933,-0.04549369
934,-0.09069332
935,-0.09028948
936,-0.04549225
937,-0.09080543
938,-0.09149807
939,-0.1294853
940,-0.1748457
941,-2.31772
942,-0.05063012
943,-0.0976783
944,-0.09820013
945,-0.04889966
946,-0.04891037
947,-0.08522523
948,-0.04493324
949,-0.04493343
950,-0.09041793
951,-0.05062932
952,-0.3943877
953,-0.4208588
954,-41.23458
955,-0.05218406
956,-0.09445104
957,-0.05218684
958,-0.05647015
959,-0.09006982
960,-0.05646715
961,-0.05556539
962,-0.05569622
963,-0.05569902
964,-0.05556972
965,-0.1324446
966,-0.09128202
967,-0.09488231
968,-0.08499109
969,-0.09334764
970,-0.09114263
971,-0.09257906
972,-0.08776018
973,-0.04520344
974,-0.04520065
975,-0.09020649
976,-0.1094956
977,-0.1067659
978,-0.07962095
979,-0.09256767
980,-0.07814652
981,-0.09760194
982,-0.09955407
983,-0.1029373
984,-0.08936432
985,-0.07640313
986,-2.866121
987,-3.957366
988,-2.092444
989,-2.400351
990,-0.06103338
991,-0.0647038
992,-0.2067739
993,-0.06469503
994,-0.06102914
995,-0.2067629
996,-0.01673384
997,-0.01668913
998,-0.04622189
999,-0.04622152
1000,-0.04669412
1001,-0.07251543
1002,-0.07337921
1003,-0.08283442
1004,-0.09440421
1005,-0.0841077
1006,-0.04669264
1007,-0.08209144
1008,-1.022037
1009,-0.2142639
1010,-0.3659485
1011,-0.04931547
1012,-0.04938436
1013,-4.154603
1014,-5.032193
1015,-5.769937
1016,-5.585083
1017,-0.08816013
1018,-0.3635695
1019,-0.08811947
1020,-38.33395
1021,-0.06009771
1022,-0.0595529
1023,-0.06751285
1024,-0.05467579
1025,-0.05467581
1026,-0.06377742
1027,-0.05592158
1028,-0.05592041
1029,-0.2074764
1030,-0.0467513
1031,-0.0288294
1032,-0.06883743
1033,-0.07268369
1034,-0.08202051
1035,-0.07268513
1036,-0.08006853
1037,-0.08901338
1038,-0.08076584
1039,-0.08924285
1040,-0.1198662
1041,-0.06883752
1042,-0.09434784
1043,-0.1099999
1044,-0.08292519
1045,-0.07619757
1046,-0.1026768
1047,-0.0615866
1048,-0.06159053
1049,-0.08632924
1050,-0.08809001
1051,-0.1497791
1052,-0.427431
1053,-0.6866587
1054,-0.09573435
1055,-0.09251115
